work_key,title,authors,first_publish_year,subjects,description,cover_url,source
/works/OL5875053W,Trudy Instituta vostokovedenii͡a RAN,Institut vostokovedenii͡a (Rossiĭskai͡a akademii͡a nauk),2002,Bibliography; Institut vostokovedenii︠a︡ (Rossiĭskai︠a︡ akademii︠a︡ nauk); Indic literature; History and criticism; Arabic language; Roots; Consonants; Historical Grammar; Semitic languages; Institut vostokovedenii͡a (Rossiĭskai͡a akademii͡a nauk),,https://covers.openlibrary.org/b/id/13251948-M.jpg,subject:indic_literature
/works/OL63531W,Modern Indian literature,Krishna Kripalani,1968,"Indic literature; History and criticism; Littérature de l'Inde; Literatur; Histoire et critique; Indic literature, history and criticism; Fiction; Mekhon Ṿaitsman le-madaʻ",,https://covers.openlibrary.org/b/id/8479331-M.jpg,subject:indic_literature
/works/OL18739693W,"Science, literature, and aesthetics",Amiẏa Deba,2009,Indic Aesthetics; Science and civilization; Science; History and criticism; Art and science; Indic literature; Literature and science; History; Literatur; Wissenschaft; Ästhetik,Contributed articles.,https://covers.openlibrary.org/b/id/13892106-M.jpg,subject:indic_literature
/works/OL6896773W,Vyāsāvaḷi,Dēvata Subbārāvu,1970,History and criticism; Indic literature,,,subject:indic_literature
/works/OL4641105W,Richard Wagner och den indiska tankevärlden,Carl Suneson,1985,"Aesthetics; Buddhism; Indic Philosophy; Indic literature; Knowledge; Wagner, richard, 1813-1883; Knowledge and learning",Richard Wagner und die indische Gedankenwelt.,https://covers.openlibrary.org/b/id/4887804-M.jpg,subject:indic_literature
/works/OL5716383W,Literary radicalism in India,Priyamvada Gopal,2003,"All-India Progressive Writers Association; Gender identity in literature; History; History and criticism; Indic literature; Nationalism in literature; Indic literature, history and criticism; Histoire; Littérature de l'Inde; Histoire et critique; Identité sexuelle dans la littérature; Nationalisme dans la littérature; LITERARY CRITICISM; European; English, Irish, Scottish, Welsh; Literatur; All India Occupational Therapists' Association",,https://covers.openlibrary.org/b/id/1216542-M.jpg,subject:indic_literature
/works/OL63382W,Some problems of Indian literature,Moritz Winternitz,1925,Indic literature; History and criticism,Lectures delivered at the Calcutta University during 1923.,,subject:indic_literature
/works/OL63704W,Bhāratīya sāhitya meṃ Sītā kā svarūpa aura vikāsa,Satyadeva.,1992,Indic literature; Sītā (Hindu deity) in literature; History and criticism; In literature,Depiction of Sītā (Hindu deity) in Indic literature from the Vedic to the modern times; a study.,,subject:indic_literature
/works/OL6310409W,Indian Writers at Work,Devindra Kohli,1991,Indic Authors; Interviews; Indic literature; History and criticism,Transcript of interviews with Indic authors; most on their lives and contemporary Indic literature.,https://covers.openlibrary.org/b/id/4885056-M.jpg,subject:indic_literature
/works/OL68224W,Mahākavi kī tarjanī,Kubernath Rai,1979,History and criticism; Indic literature; Rāma (Hindu deity) in literature; In literature,,,subject:indic_literature
/works/OL8006710W,The First Indian Author in English,Michael H. Fisher,1996,"Authors, indic; Indic literature; Great britain, history, 18th century; Authors, biography; English literature, indic authors",,https://covers.openlibrary.org/b/id/128199-M.jpg,subject:indic_literature
/works/OL9094643W,"Many Indias, Many Literatures",Shormishtha Panja,1999,"Indic literature; History and criticism; Indic literature, history and criticism",Contributed essays.,https://covers.openlibrary.org/b/id/4893744-M.jpg,subject:indic_literature
/works/OL9330321W,The Light,Sajjad Zaheer,2006,"Urdu literature, history and criticism; History; Indic literature; Societies; Literature; Intellectual life; All-India Progressive Writers Association",,https://covers.openlibrary.org/b/id/2330357-M.jpg,subject:indic_literature
/works/OL23700377W,Memsahibs abroad,Indira Ghose,1998,Women travelers; Description and travel; British; History; Indic literature; Travel,,https://covers.openlibrary.org/b/id/3760921-M.jpg,subject:indic_literature
/works/OL22467733W,Jaina sāhitya ke vividha āyāma,Sāgaramala Jaina,1981,Indic literature; History and criticism; Jaina literature,Contributed articles on Jaina literature.,,subject:indic_literature
/works/OL25759382W,Beyond English,"Bhavya Tiwari, Thomas Oliver Beebee",2021,"Indo-iranian philology; Indic literature; History and criticism; Literature and society; Literary studies: post-colonial literature,Literary studies: from c 1900 -,Literary theory","""This book maps modern Indian literature, showing that it is neither the sum total of all its literary and linguistic traditions, nor a one-on-one comparative juxtaposition of single literary texts, but rather a spatial and temporal translation, raising questions of politics, circulation, language, gender, genre, aesthetics, and myths in local and world literatures. Beyond English: World Literature and India investigates five main areas to demonstrate these complex processes: Rabindranath Tagore's work and his Nobel Prize; the production and translation of the lyric poetry of Mahadevi Varma; the reception and linguistic play of the modern Indian novel in the global Anglophone world; the translation of a gendered subaltern in Mahasweta Devi's work; and the theme of frustrated love in cinema and literature in narratives such as ""Lihaaf,"" Chemmeen, and The God of Small Things""--",https://covers.openlibrary.org/b/id/12439410-M.jpg,subject:indic_literature
/works/OL1112085W,The outlaws of Kathiawar and other studies,Charles Augustus Kincaid,1905,Indic literature; History and criticism,,https://covers.openlibrary.org/b/id/5805834-M.jpg,subject:indic_literature
/works/OL12763021W,Fan dian yu hua zhang,Longyu Yu,2004,Chinese literature; Indic influences; Indic literature; History and criticism; Buddhist influences; Civilization; Chinese influences,,https://covers.openlibrary.org/b/id/5470490-M.jpg,subject:indic_literature
/works/OL10442W,Sāhityakāra kā saṅkaṭa,Mastarāma Kapūra,1992,Indic literature; History and criticism,Articles on contemporary Indic literature.,,subject:indic_literature
/works/OL1071296W,Bahumukhī,Keśava Meśrāma,1984,Politics and government; Dalits; Indic literature; History and criticism; Dalit authors,Articles on Dalit movement and literature.,,subject:indic_literature
/works/OL12090806W,Catalogue of printed books and manuscripts in Sanskrit belonging to the Oriental Library of the Asiatic Society of Bengal,"Asiatic Society (Calcutta, India). Library",1903,"Bibliography; Buddhism; Catalogs; Indic literature; Manuscripts; Manuscripts, Sanskrit; Sanskrit Manuscripts; Sanskrit literature",,https://covers.openlibrary.org/b/id/6098124-M.jpg,subject:indic_literature
/works/OL308845W,Eighty years,Rabindranath Tagore,1941,Indic literature; Indic Poets; Translations into English; Biography; History,,,subject:indic_literature
/works/OL304696W,Literature and authorship in India,K. R. Srinivasa Iyengar,1943,Indic literature; History and criticism; Authorship,,,subject:indic_literature
/works/OL306129W,"Modern Indian Literature, An Anthology, Volume 1 Surveys and Poems",K. M. George,1992,Indic literature; Translations into English,,https://covers.openlibrary.org/b/id/4889725-M.jpg,subject:indic_literature
/works/OL344159W,Taulanika sāhityābhyāsa,Vasant Vaman Bapat,1981,Comparative Literature; History and criticism; Indic literature; Comparative literature,Methodology of comparative literature; chiefly in the Indian context.,,subject:indic_literature
/works/OL37227817W,Azmate janābe-amīr (a.s.),Imāmuddīn Dargāhvālā,1957,Ismaili literature; Ismailites; Religious literature; South Asian literature; Islamic sects; Indic literature,"A biography of the life and works of the first Shii Imām, Haẓrat ʻAlī.",,subject:indic_literature
/works/OL37228544W,Anañt Akhāḍo,Pīr Ḥasan Kabīr ad-Dīn,1969,Ismailites; Ismaili literature; Religious literature; Islamic sects; South Asian literature; Indic literature,,,subject:indic_literature
/works/OL37185W,Issues in general & comparative literature,"Fokkema, Douwe Wessel",1987,Comparative Literature; European literature; History and criticism; Indic literature; Literature,,,subject:indic_literature
/works/OL3430675W,Rāma-kathā,Viśvambharadayāla Avasthī,1988,Indic literature; History and criticism; Rāma (Hindu deity) in literature; In literature,,,subject:indic_literature
/works/OL350757W,The collected essays of A.K. Ramanujan,A. K. Ramanujan,1999,Indic literature; History and criticism; Essays (single author),Chiefly on Indic literature.,https://covers.openlibrary.org/b/id/128145-M.jpg,subject:indic_literature
/works/OL339702W,Introduction to Indian textual criticism,Sumitra Mangesh Katre,1941,"Criticism, textual; History and criticism; Indic literature; Textual Criticism",On Indian textual criticism.,,subject:indic_literature
/works/OL340781W,The concept of an Indian literature,P. Lal,1968,Indic literature; History and criticism,,,subject:indic_literature
/works/OL340791W,Transcreation,P. Lal,1972,Languages; Translations into English; Indic literature; Translating and interpreting; History and criticism; Translating into English; Kālidāsa. Śakuntalā,,https://covers.openlibrary.org/b/id/14940127-M.jpg,subject:indic_literature
/works/OL341311W,Indo-Aryan literature and culture (origins),Nagendra Nath Ghose,1934,Indic literature; Civilization; History,,,subject:indic_literature
/works/OL321519W,Aśoka ke phūla,Hazariprasad Dwivedi,1952,Indic literature,,,subject:indic_literature
/works/OL321521W,Hindī-sāhitya kā ādikāla,Hazariprasad Dwivedi,1952,History and criticism; Indic literature; Hindi literature,Transcript of five lectures presented at Bihar Rashtrabhasha Parishad on history of Indic literature and their contribution to the development of Hindi literature; mostly covers the period upto 1500.,,subject:indic_literature
/works/OL346337W,Bhāratīya sāhitya meṃ bhakti-dhārā,"Chaturvedi, Parshuram",1984,Indic literature; Bhakti in literature; History and criticism,Devotion (bhakti) in Indic literature.,,subject:indic_literature
